GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	Q9LNT9	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LNU4	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LP39	GO:0051603	proteolysis involved in cellular protein catabolic process	P
UniProtKB	Q9LP45	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LPC8	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LPL4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LPL4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LPL4	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LPM2	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LPT6	GO:0030433	ubiquitin-dependent ERAD pathway	P
UniProtKB	Q9LPW7	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LQM5	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LQR8	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LQX2	GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system	P
UniProtKB	Q9LSP7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSP7	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSS2	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSX8	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSX8	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSX9	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSY0	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSY0	GO:0006511	ubiquitin-dependent protein catabolic process	P
UniProtKB	Q9LSY1	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	P
